Id,TemaOperativo,Dimension,Etapa,MetaBase,PasosBase,HorizonteSugerido,IndicadorLogro,CuandoUsarla,NivelDificultad,FrecuenciaSeguimiento,ConexionDiagnostico,PreguntasParaAfinar,Activa
FIN002,organizacion personal,financiera,multietapa,"Ahorrar el 15% de mis ingresos (mesada, beca, trabajo) este periodo.",Abrir una cuenta de ahorro o apartado específico; Programar una transferencia automática el día que recibo dinero; Ponerle un nombre a mi meta de ahorro para motivarme.,este periodo,Llevó un registro financiero y puede mostrar decisiones concretas de ahorro o ajuste de gasto.,"Aplica para estudiantes que necesitan ordenar hábitos de manejo de recursos, tiempo o decisiones prácticas del periodo.",baja,quincenal,,¿Qué decisión financiera u organizativa necesitas ordenar primero? | ¿Qué registro o hábito te daría más claridad? | ¿Cómo sabrás que esta meta sí está funcionando?,Si
FIN003,organizacion personal,financiera,multietapa,"Reducir en un 20% mis gastos hormiga (cafés, snacks, etc.).",Registrar todos los gastos hormiga por una semana; Establecer un límite semanal para esta categoría; Preparar mi café o snacks en casa 3 veces por semana.,4 a 6 semanas,Llevó un registro financiero y puede mostrar decisiones concretas de ahorro o ajuste de gasto.,"Aplica para estudiantes que necesitan ordenar hábitos de manejo de recursos, tiempo o decisiones prácticas del periodo.",baja,quincenal,,¿Qué decisión financiera u organizativa necesitas ordenar primero? | ¿Qué registro o hábito te daría más claridad? | ¿Cómo sabrás que esta meta sí está funcionando?,Si
FIN004,organizacion personal,financiera,multietapa,"Investigar sobre 2 opciones de inversión para principiantes (ej. Cetes, fondos).",Ver un video o leer un artículo sobre cómo empezar a invertir en México; Comparar las características de Cetesdirecto y un fondo de inversión de bajo riesgo; Abrir una cuenta en una de las plataformas.,4 a 6 semanas,Puede mostrar una evidencia concreta de avance y nombrar al menos una acción sostenida relacionada con la meta.,"Aplica para estudiantes que necesitan ordenar hábitos de manejo de recursos, tiempo o decisiones prácticas del periodo.",media,quincenal,,¿Qué decisión financiera u organizativa necesitas ordenar primero? | ¿Qué registro o hábito te daría más claridad? | ¿Cómo sabrás que esta meta sí está funcionando?,Si
FIN005,organizacion personal,financiera,multietapa,Completar un taller o curso online gratuito sobre finanzas personales.,Buscar cursos en plataformas como la CONDUSEF o Coursera; Inscribirme y completar el primer módulo esta semana; Aplicar un consejo aprendido inmediatamente.,4 a 6 semanas,Completó el curso o módulo comprometido y puede mostrar una evidencia de aplicación.,"Aplica para estudiantes que necesitan ordenar hábitos de manejo de recursos, tiempo o decisiones prácticas del periodo.",alta,quincenal,,¿Qué decisión financiera u organizativa necesitas ordenar primero? | ¿Qué registro o hábito te daría más claridad? | ¿Cómo sabrás que esta meta sí está funcionando?,Si
SEED051,bienestar cotidiano,espiritual,enfoque,Documentar mi trayectoria para Premio LiFE con 50+ horas de evidencias en 6 semanas,Revisar requisitos de Premio LiFE esta semana;Crear carpeta digital con evidencias;Documentar actividades de voluntariado;Recopilar cartas de recomendación;Redactar ensayo de aplicación,6 semanas,Puede mostrar una evidencia concreta de avance y nombrar al menos una acción sostenida relacionada con la meta.,"Aplica para estudiantes que necesitan recuperar energía, estabilidad o autocuidado mediante hábitos observables y sostenibles.",media,por sesión,,¿Qué hábito o práctica te daría más estabilidad hoy? | ¿En qué momento del día o de la semana sí podrías sostenerlo? | ¿Qué señal te mostraría que vas avanzando?,Si
SEED052,servicio social,ocupacional,enfoque,Completar 100 horas de Servicio Social Comunitario este semestre,Calcular horas faltantes en Mi Tec;Buscar proyectos disponibles 2do/3er periodo;Inscribirse antes del cierre de convocatoria;Comprometerse con horario fijo semanal,este semestre,"Quedó inscrito/a o avanzó con horas, proyecto o documentación verificable de servicio social.",Aplica para estudiantes con requisitos de servicio social o con interés en vincularse a proyectos con impacto y estructura real.,media,por sesión,servicio_social,¿Qué requisito o espacio de servicio necesitas destrabar primero? | ¿Qué opción sí encaja con tu horario real? | ¿Cómo sabrás que ya iniciaste de verdad?,Si
SEED053,bienestar cotidiano,espiritual,multietapa,Leer 3 libros de desarrollo personal/propósito este semestre,Seleccionar primer libro esta semana;Establecer meta de 20 páginas diarias;Crear grupo de discusión con amigos;Escribir reflexiones después de cada libro,este semestre,Completó el consumo comprometido y puede compartir aprendizajes concretos obtenidos.,"Aplica para estudiantes que necesitan recuperar energía, estabilidad o autocuidado mediante hábitos observables y sostenibles.",alta,por sesión,,¿Qué hábito o práctica te daría más estabilidad hoy? | ¿En qué momento del día o de la semana sí podrías sostenerlo? | ¿Qué señal te mostraría que vas avanzando?,Si
SEED054,bienestar cotidiano,espiritual,multietapa,Asistir semanalmente a Punto Blanco para mindfulness y reflexión,Ubicar Punto Blanco en campus;Revisar horario de actividades;Apartar 1 hora semanal fija;Llevar diario de reflexiones,4 a 6 semanas,Sostuvo la práctica durante el periodo definido y puede nombrar su rutina y aprendizajes.,"Aplica para estudiantes que necesitan recuperar energía, estabilidad o autocuidado mediante hábitos observables y sostenibles.",media,por sesión,,¿Qué hábito o práctica te daría más estabilidad hoy? | ¿En qué momento del día o de la semana sí podrías sostenerlo? | ¿Qué señal te mostraría que vas avanzando?,Si
SEED055,bienestar cotidiano,espiritual,enfoque,Ser mentor/a voluntario para estudiantes de primeros semestres,Contactar a mi mentor actual;Preguntar sobre oportunidades de mentoría;Definir 2 horas semanales para apoyo;Crear plan de acompañamiento,4 a 6 semanas,Puede mostrar una evidencia concreta de avance y nombrar al menos una acción sostenida relacionada con la meta.,"Aplica para estudiantes que necesitan recuperar energía, estabilidad o autocuidado mediante hábitos observables y sostenibles.",alta,por sesión,,¿Qué hábito o práctica te daría más estabilidad hoy? | ¿En qué momento del día o de la semana sí podrías sostenerlo? | ¿Qué señal te mostraría que vas avanzando?,Si
SEED056,practicas,ocupacional,multietapa,Optimizar presencia profesional con CVDP en 3 semanas,Agendar revisión de CV con AI esta semana;Asistir a taller de LinkedIn;Programar 3 simulacros de entrevista;Actualizar portafolio digital,3 semanas,Tiene CV y perfil actualizados y listos para compartir en procesos reales.,"Aplica para estudiantes que quieren activar su perfil profesional y necesitan pasos visibles para acercarse a prácticas, reclutamiento o experiencia aplicada.",alta,por sesión,plan_practicas,¿Qué tipo de experiencia quieres conseguir primero? | ¿Qué material necesitas tener listo para aplicar? | ¿Qué paso te acercaría más esta misma semana?,Si
SEED057,requisitos de egreso,ocupacional,enfoque,Aplicar a 15 prácticas TOP para Semestre Tec en 4 semanas,Identificar 10 empresas objetivo;Personalizar CV para cada industria;Enviar 4 aplicaciones semanales;Dar seguimiento cada 5 días,4 semanas,Tiene una decisión documentada o un plan comparado con criterios claros para avanzar.,"Aplica para estudiantes que tienen trámites o requisitos críticos de avance y necesitan ordenar fechas, documentos o certificaciones.",alta,por sesión,"decision_semestre_tec,plan_practicas",¿Qué requisito necesitas aclarar o mover primero? | ¿Qué fecha límite no puedes perder de vista? | ¿Qué evidencia te confirmará que ya vas encaminado/a?,Si
SEED058,practicas,ocupacional,enfoque,Participar en Semana de Consultoras del campus,Investigar consultoras participantes;Preparar caso de estudio;Practicar con compañeros;Aplicar a 3 firmas mínimo,4 a 6 semanas,Puede mostrar una evidencia concreta de avance y nombrar al menos una acción sostenida relacionada con la meta.,"Aplica para estudiantes que quieren activar su perfil profesional y necesitan pasos visibles para acercarse a prácticas, reclutamiento o experiencia aplicada.",media,por sesión,plan_practicas,¿Qué tipo de experiencia quieres conseguir primero? | ¿Qué material necesitas tener listo para aplicar? | ¿Qué paso te acercaría más esta misma semana?,Si
SEED059,integracion social,ocupacional,enfoque,Unirse a grupo estudiantil de consultoría por un semestre,Contactar Tec Consulting Group;Asistir a sesión informativa;Comprometerse con proyecto;Dedicar 5 horas semanales,4 a 6 semanas,Se integró al espacio elegido y puede señalar asistencias o participación concreta.,"Aplica para estudiantes que necesitan fortalecer pertenencia, red de apoyo o exposición social en contextos universitarios concretos.",media,por sesión,,¿Qué tipo de vínculo o red te hace falta fortalecer? | ¿Con quién podrías dar el primer paso esta semana? | ¿Qué acción concreta sería una señal de avance?,Si
SEED060,practicas,ocupacional,enfoque,Asistir a EmpleaTec y conseguir 5 entrevistas,Registrarse al evento;Investigar empresas participantes;Preparar elevator pitch;Llevar 20 CVs impresos;Dar seguimiento post-evento,4 a 6 semanas,Puede mostrar una evidencia concreta de avance y nombrar al menos una acción sostenida relacionada con la meta.,"Aplica para estudiantes que quieren activar su perfil profesional y necesitan pasos visibles para acercarse a prácticas, reclutamiento o experiencia aplicada.",alta,por sesión,plan_practicas,¿Qué tipo de experiencia quieres conseguir primero? | ¿Qué material necesitas tener listo para aplicar? | ¿Qué paso te acercaría más esta misma semana?,Si
SEED061,practicas,ocupacional,multietapa,Construir perfil LinkedIn,Asistir a taller CVDP de LinkedIn;Completar todas las secciones del perfil;Publicar contenido semanalmente;Conectar con 10 profesionales por semana,4 a 6 semanas,Tiene CV y perfil actualizados y listos para compartir en procesos reales.,"Aplica para estudiantes que quieren activar su perfil profesional y necesitan pasos visibles para acercarse a prácticas, reclutamiento o experiencia aplicada.",baja,por sesión,plan_practicas,¿Qué tipo de experiencia quieres conseguir primero? | ¿Qué material necesitas tener listo para aplicar? | ¿Qué paso te acercaría más esta misma semana?,Si
SEED062,academico,intelectual,multietapa,Explorar clase LiFE de arte/cultura nueva este periodo,Revisar catálogo LiFE disponible;Elegir entre teatro fotografía música pintura;Inscribirse en primera semana;Asistir al 80% de sesiones,este periodo,Puede mostrar una evidencia concreta de avance y nombrar al menos una acción sostenida relacionada con la meta.,Aplica para estudiantes que ya identifican una fricción concreta en su desempeño y necesitan una meta académica más accionable que aspiracional.,media,por sesión,desempeno_academico,¿En qué materia o clase te urge más avanzar? | ¿Qué obstáculo concreto te está frenando hoy? | ¿Qué cambio semanal sí podrías sostener este periodo?,Si
SEED063,requisitos de egreso,intelectual,enfoque,Certificar idioma para intercambio en 8 semanas,Investigar requisitos por destino;Agendar fecha de examen;Estudiar 2 horas diarias;Tomar 3 simulacros completos,8 semanas,"Se registró, avanzó con preparación y cuenta con evidencia medible de práctica o resultado.","Aplica para estudiantes que tienen trámites o requisitos críticos de avance y necesitan ordenar fechas, documentos o certificaciones.",alta,por sesión,certificacion_idioma,¿Qué requisito necesitas aclarar o mover primero? | ¿Qué fecha límite no puedes perder de vista? | ¿Qué evidencia te confirmará que ya vas encaminado/a?,Si
SEED064,academico,intelectual,multietapa,Liderar equipo en reto de Unidad de Formación,Identificar retos disponibles;Formar equipo de 4 personas;Agendar reuniones semanales;Entregar proyecto final,4 a 6 semanas,Puede mostrar una evidencia concreta de avance y nombrar al menos una acción sostenida relacionada con la meta.,Aplica para estudiantes que ya identifican una fricción concreta en su desempeño y necesitan una meta académica más accionable que aspiracional.,alta,por sesión,desempeno_academico,¿En qué materia o clase te urge más avanzar? | ¿Qué obstáculo concreto te está frenando hoy? | ¿Qué cambio semanal sí podrías sostener este periodo?,Si
SEED065,academico,intelectual,multietapa,Completar micro-credencial digital del Tec,Explorar catálogo de micro-credenciales;Elegir habilidad emergente;Dedicar 10 horas semanales;Obtener certificado verificable,4 a 6 semanas,Puede mostrar una evidencia concreta de avance y nombrar al menos una acción sostenida relacionada con la meta.,Aplica para estudiantes que ya identifican una fricción concreta en su desempeño y necesitan una meta académica más accionable que aspiracional.,alta,por sesión,desempeno_academico,¿En qué materia o clase te urge más avanzar? | ¿Qué obstáculo concreto te está frenando hoy? | ¿Qué cambio semanal sí podrías sostener este periodo?,Si
SEED066,academico,intelectual,multietapa,Participar como ponente en congreso o evento estudiantil,Identificar congresos del semestre;Preparar abstract de investigación;Desarrollar presentación;Practicar ponencia 5 veces,4 a 6 semanas,Puede mostrar una evidencia concreta de avance y nombrar al menos una acción sostenida relacionada con la meta.,Aplica para estudiantes que ya identifican una fricción concreta en su desempeño y necesitan una meta académica más accionable que aspiracional.,alta,por sesión,desempeno_academico,¿En qué materia o clase te urge más avanzar? | ¿Qué obstáculo concreto te está frenando hoy? | ¿Qué cambio semanal sí podrías sostener este periodo?,Si
SEED067,integracion social,social,multietapa,Ser staff activo en sociedad estudiantil por un semestre,Elegir sociedad afín a intereses;Postularse a posición de coordinación;Asistir a todas las reuniones;Organizar al menos 2 eventos,4 a 6 semanas,Se integró al espacio elegido y puede señalar asistencias o participación concreta.,"Aplica para estudiantes que necesitan fortalecer pertenencia, red de apoyo o exposición social en contextos universitarios concretos.",media,por sesión,,¿Qué tipo de vínculo o red te hace falta fortalecer? | ¿Con quién podrías dar el primer paso esta semana? | ¿Qué acción concreta sería una señal de avance?,Si
SEED068,requisitos de egreso,social,enfoque,Organizar panel de egresados para orientación Semestre Tec,Contactar 5 egresados de la carrera;Reservar auditorio;Promocionar evento;Moderar panel;Documentar consejos clave,4 a 6 semanas,Tiene una decisión documentada o un plan comparado con criterios claros para avanzar.,"Aplica para estudiantes que tienen trámites o requisitos críticos de avance y necesitan ordenar fechas, documentos o certificaciones.",alta,por sesión,decision_semestre_tec,¿Qué requisito necesitas aclarar o mover primero? | ¿Qué fecha límite no puedes perder de vista? | ¿Qué evidencia te confirmará que ya vas encaminado/a?,Si
SEED069,integracion social,social,enfoque,Crear grupo de WhatsApp/Discord de generación para apoyo,Recopilar contactos de compañeros;Crear grupo con reglas claras;Organizar reuniones quincenales;Compartir recursos útiles,4 a 6 semanas,Puede mostrar una evidencia concreta de avance y nombrar al menos una acción sostenida relacionada con la meta.,"Aplica para estudiantes que necesitan fortalecer pertenencia, red de apoyo o exposición social en contextos universitarios concretos.",alta,por sesión,,¿Qué tipo de vínculo o red te hace falta fortalecer? | ¿Con quién podrías dar el primer paso esta semana? | ¿Qué acción concreta sería una señal de avance?,Si
SEED070,integracion social,social,multietapa,Asistir a 5 eventos de networking del campus este semestre,Revisar calendario de eventos;Preparar tarjetas de presentación;Asistir con objetivo claro;Dar seguimiento a contactos,este semestre,Asistió al número de eventos definido y dio seguimiento a contactos clave.,"Aplica para estudiantes que necesitan fortalecer pertenencia, red de apoyo o exposición social en contextos universitarios concretos.",alta,por sesión,,¿Qué tipo de vínculo o red te hace falta fortalecer? | ¿Con quién podrías dar el primer paso esta semana? | ¿Qué acción concreta sería una señal de avance?,Si
SEED071,integracion social,social,multietapa,Coordinar reuniones informales semanales anti-estrés,Proponer día y hora fija;Reservar espacio cómodo;Planear actividades relajantes;Mantener ambiente positivo,4 a 6 semanas,Puede mostrar una evidencia concreta de avance y nombrar al menos una acción sostenida relacionada con la meta.,"Aplica para estudiantes que necesitan fortalecer pertenencia, red de apoyo o exposición social en contextos universitarios concretos.",alta,por sesión,,¿Qué tipo de vínculo o red te hace falta fortalecer? | ¿Con quién podrías dar el primer paso esta semana? | ¿Qué acción concreta sería una señal de avance?,Si
SEED072,bienestar cotidiano,fisica,multietapa,Completar programa de Wellness/Nutrición de 8 semanas,Inscribirse con nutriólogo del Tec;Asistir a cita inicial;Seguir plan alimenticio;Hacer evaluaciones de seguimiento,4 a 6 semanas,Puede mostrar una evidencia concreta de avance y nombrar al menos una acción sostenida relacionada con la meta.,"Aplica para estudiantes que necesitan recuperar energía, estabilidad o autocuidado mediante hábitos observables y sostenibles.",media,por sesión,,¿Qué hábito o práctica te daría más estabilidad hoy? | ¿En qué momento del día o de la semana sí podrías sostenerlo? | ¿Qué señal te mostraría que vas avanzando?,Si
SEED073,academico,fisica,enfoque,Caminar 30 minutos diarios por el campus entre clases,Identificar rutas en campus;Llegar temprano para caminar;Usar descansos entre clases;Invitar compañeros,4 semanas,Puede mostrar una evidencia concreta de avance y nombrar al menos una acción sostenida relacionada con la meta.,Aplica para estudiantes que ya identifican una fricción concreta en su desempeño y necesitan una meta académica más accionable que aspiracional.,media,por sesión,desempeno_academico,¿En qué materia o clase te urge más avanzar? | ¿Qué obstáculo concreto te está frenando hoy? | ¿Qué cambio semanal sí podrías sostener este periodo?,Si
SEED074,organizacion personal,financiera,enfoque,Investigar becas de movilidad internacional,Solicitar orientación con Programas Internacionales;Preparar documentos requeridos;Cumplir con fechas límite;Solicitar cartas de apoyo,4 a 6 semanas,Puede mostrar una evidencia concreta de avance y nombrar al menos una acción sostenida relacionada con la meta.,"Aplica para estudiantes que necesitan ordenar hábitos de manejo de recursos, tiempo o decisiones prácticas del periodo.",media,por sesión,,¿Qué decisión financiera u organizativa necesitas ordenar primero? | ¿Qué registro o hábito te daría más claridad? | ¿Cómo sabrás que esta meta sí está funcionando?,Si
SEED075,organizacion personal,ocupacional,multietapa,Conseguir posición como asistente de investigación con beca,Contactar profesores SNI;Presentar propuesta de colaboración;Comprometer 15 horas semanales;Firmar convenio de beca,4 a 6 semanas,Puede mostrar una evidencia concreta de avance y nombrar al menos una acción sostenida relacionada con la meta.,"Aplica para estudiantes que necesitan ordenar hábitos de manejo de recursos, tiempo o decisiones prácticas del periodo.",alta,por sesión,,¿Qué decisión financiera u organizativa necesitas ordenar primero? | ¿Qué registro o hábito te daría más claridad? | ¿Cómo sabrás que esta meta sí está funcionando?,Si
SEED076,organizacion personal,ocupacional,multietapa,Desarrollar proyecto para INCmty con potencial de financiamiento,Formar equipo emprendedor;Validar idea de negocio;Preparar pitch deck;Aplicar a convocatoria;Presentar ante jueces,4 a 6 semanas,Puede mostrar una evidencia concreta de avance y nombrar al menos una acción sostenida relacionada con la meta.,"Aplica para estudiantes que necesitan ordenar hábitos de manejo de recursos, tiempo o decisiones prácticas del periodo.",alta,por sesión,,¿Qué decisión financiera u organizativa necesitas ordenar primero? | ¿Qué registro o hábito te daría más claridad? | ¿Cómo sabrás que esta meta sí está funcionando?,Si
SEED077,organizacion personal,financiera,enfoque,Crear plan financiero detallado para gastos de graduación,Calcular costos de titulación;Presupuestar toga y anillo;Planear viaje de graduación;Establecer meta de ahorro mensual,4 a 6 semanas,Llevó un registro financiero y puede mostrar decisiones concretas de ahorro o ajuste de gasto.,"Aplica para estudiantes que necesitan ordenar hábitos de manejo de recursos, tiempo o decisiones prácticas del periodo.",media,por sesión,,¿Qué decisión financiera u organizativa necesitas ordenar primero? | ¿Qué registro o hábito te daría más claridad? | ¿Cómo sabrás que esta meta sí está funcionando?,Si
SEED078,organizacion personal,financiera,multietapa,Llevar registro de gastos diarios y ahorrar 10% de ingresos,Descargar app de finanzas;Registrar cada gasto;Establecer presupuesto semanal;Automatizar ahorro del 10%,4 semanas,Llevó un registro financiero y puede mostrar decisiones concretas de ahorro o ajuste de gasto.,"Aplica para estudiantes que necesitan ordenar hábitos de manejo de recursos, tiempo o decisiones prácticas del periodo.",media,por sesión,,¿Qué decisión financiera u organizativa necesitas ordenar primero? | ¿Qué registro o hábito te daría más claridad? | ¿Cómo sabrás que esta meta sí está funcionando?,Si
SEED079,bienestar cotidiano,emocional,multietapa,Participar en talleres de Consejería Emocional para ansiedad,Agendar cita en Orientación;Asistir a taller de manejo de ansiedad;Practicar técnicas aprendidas;Dar seguimiento mensual,4 a 6 semanas,Puede mostrar una evidencia concreta de avance y nombrar al menos una acción sostenida relacionada con la meta.,"Aplica para estudiantes que necesitan recuperar energía, estabilidad o autocuidado mediante hábitos observables y sostenibles.",media,por sesión,,¿Qué hábito o práctica te daría más estabilidad hoy? | ¿En qué momento del día o de la semana sí podrías sostenerlo? | ¿Qué señal te mostraría que vas avanzando?,Si
SEED080,bienestar cotidiano,emocional,multietapa,Completar programa Mindfulness,Inscribirse a algún programa de mindfulness disponible;Asistir a sesiones semanales;Practicar 10 minutos diarios,4 a 6 semanas,Sostuvo la práctica durante el periodo definido y puede nombrar su rutina y aprendizajes.,"Aplica para estudiantes que necesitan recuperar energía, estabilidad o autocuidado mediante hábitos observables y sostenibles.",media,por sesión,,¿Qué hábito o práctica te daría más estabilidad hoy? | ¿En qué momento del día o de la semana sí podrías sostenerlo? | ¿Qué señal te mostraría que vas avanzando?,Si
SEED081,bienestar cotidiano,emocional,multietapa,Formar círculo de apoyo con compañeros y compañeras,Identificar 4-5 compañeros en misma etapa;Establecer reunión semanal;Crear espacio seguro de expresión;Apoyarse mutuamente,4 a 6 semanas,Puede mostrar una evidencia concreta de avance y nombrar al menos una acción sostenida relacionada con la meta.,"Aplica para estudiantes que necesitan recuperar energía, estabilidad o autocuidado mediante hábitos observables y sostenibles.",media,por sesión,,¿Qué hábito o práctica te daría más estabilidad hoy? | ¿En qué momento del día o de la semana sí podrías sostenerlo? | ¿Qué señal te mostraría que vas avanzando?,Si
SEED082,bienestar cotidiano,emocional,multietapa,Escribir 3 gratitudes diarias antes de dormir,Comprar libreta especial;Establecer recordatorio 10pm;Escribir 3 cosas positivas del día;Revisar semanalmente,4 a 6 semanas,Sostuvo una rutina de sueño más estable y puede nombrar cambios concretos en horario e higiene del sueño.,"Aplica para estudiantes que necesitan recuperar energía, estabilidad o autocuidado mediante hábitos observables y sostenibles.",media,por sesión,,¿Qué hábito o práctica te daría más estabilidad hoy? | ¿En qué momento del día o de la semana sí podrías sostenerlo? | ¿Qué señal te mostraría que vas avanzando?,Si
SEED083,bienestar cotidiano,emocional,multietapa,Utilizar servicios de TQueremos cuando necesite apoyo,Guardar número de TQueremos;Llamar cuando sienta necesidad;Agendar sesiones de seguimiento;No dudar en pedir ayuda,4 a 6 semanas,Puede mostrar una evidencia concreta de avance y nombrar al menos una acción sostenida relacionada con la meta.,"Aplica para estudiantes que necesitan recuperar energía, estabilidad o autocuidado mediante hábitos observables y sostenibles.",media,por sesión,,¿Qué hábito o práctica te daría más estabilidad hoy? | ¿En qué momento del día o de la semana sí podrías sostenerlo? | ¿Qué señal te mostraría que vas avanzando?,Si
SEED084,requisitos de egreso,intelectual,enfoque,Crear matriz de decisión para Semestre Tec en 2 semanas,Identificar 5 opciones viables;Establecer 10 criterios de evaluación;Asignar pesos a cada criterio;Tomar decisión informada,2 semanas,Tiene una decisión documentada o un plan comparado con criterios claros para avanzar.,"Aplica para estudiantes que tienen trámites o requisitos críticos de avance y necesitan ordenar fechas, documentos o certificaciones.",media,por sesión,decision_semestre_tec,¿Qué requisito necesitas aclarar o mover primero? | ¿Qué fecha límite no puedes perder de vista? | ¿Qué evidencia te confirmará que ya vas encaminado/a?,Si
SEED085,academico,ocupacional,enfoque,Contactar 15 estudiantes que realizaron opciones de interés,Buscar contactos en LinkedIn;Agendar coffee chats virtuales;Preparar preguntas específicas;Documentar aprendizajes,4 a 6 semanas,Puede mostrar una evidencia concreta de avance y nombrar al menos una acción sostenida relacionada con la meta.,Aplica para estudiantes que ya identifican una fricción concreta en su desempeño y necesitan una meta académica más accionable que aspiracional.,media,por sesión,desempeno_academico,¿En qué materia o clase te urge más avanzar? | ¿Qué obstáculo concreto te está frenando hoy? | ¿Qué cambio semanal sí podrías sostener este periodo?,Si
SEED086,requisitos de egreso,ocupacional,enfoque,Completar checklist pre-intercambio en 4 semanas,Renovar pasaporte si necesario;Investigar requisitos de visa;Cotizar seguro médico;Buscar opciones de alojamiento,4 semanas,Puede mostrar una evidencia concreta de avance y nombrar al menos una acción sostenida relacionada con la meta.,"Aplica para estudiantes que tienen trámites o requisitos críticos de avance y necesitan ordenar fechas, documentos o certificaciones.",media,por sesión,"certificacion_idioma,decision_semestre_tec",¿Qué requisito necesitas aclarar o mover primero? | ¿Qué fecha límite no puedes perder de vista? | ¿Qué evidencia te confirmará que ya vas encaminado/a?,Si
SEED087,servicio social,ocupacional,multietapa,Completar 200 horas de servicio social antes del próximo periodo,Revisar horas acumuladas en Mi Tec;Calcular horas semanales necesarias;Buscar proyecto intensivo;Comprometer horario fijo,4 a 6 semanas,"Quedó inscrito/a o avanzó con horas, proyecto o documentación verificable de servicio social.",Aplica para estudiantes con requisitos de servicio social o con interés en vincularse a proyectos con impacto y estructura real.,alta,por sesión,servicio_social,¿Qué requisito o espacio de servicio necesitas destrabar primero? | ¿Qué opción sí encaja con tu horario real? | ¿Cómo sabrás que ya iniciaste de verdad?,Si
SEED088,carrera,ocupacional,multietapa,Registrarme en proyecto intensivo de verano/invierno,Consultar catálogo de proyectos;Contactar organizaciones;Completar registro antes del deadline;Preparar documentación,4 a 6 semanas,Puede mostrar una evidencia concreta de avance y nombrar al menos una acción sostenida relacionada con la meta.,Aplica para estudiantes en exploración o enfoque profesional que necesitan claridad sobre su ruta académica o laboral dentro del Tec.,media,por sesión,claridad_carrera,¿Qué opción necesitas aclarar primero? | ¿Con quién te conviene hablar esta semana? | ¿Qué evidencia te ayudaría a decidir con más seguridad?,Si
SEED089,carrera,ocupacional,enfoque,Desarrollar portfolio profesional online en 3 semanas,Elegir plataforma (GitHub/Behance/Web);Documentar 5 mejores proyectos;Redactar descripciones de impacto;Compartir con reclutadores,3 semanas,Puede mostrar una evidencia concreta de avance y nombrar al menos una acción sostenida relacionada con la meta.,Aplica para estudiantes en exploración o enfoque profesional que necesitan claridad sobre su ruta académica o laboral dentro del Tec.,alta,por sesión,claridad_carrera,¿Qué opción necesitas aclarar primero? | ¿Con quién te conviene hablar esta semana? | ¿Qué evidencia te ayudaría a decidir con más seguridad?,Si
SEED090,carrera,ocupacional,enfoque,Preparar para reclutamiento de empresas top-tier en 8 semanas,Practicar 50 problemas de coding/cases;Agendar 5 mock interviews;Investigar cultura empresarial;Conectar con empleados en LinkedIn,8 semanas,Puede mostrar una evidencia concreta de avance y nombrar al menos una acción sostenida relacionada con la meta.,Aplica para estudiantes en exploración o enfoque profesional que necesitan claridad sobre su ruta académica o laboral dentro del Tec.,alta,por sesión,claridad_carrera,¿Qué opción necesitas aclarar primero? | ¿Con quién te conviene hablar esta semana? | ¿Qué evidencia te ayudaría a decidir con más seguridad?,Si
SEED091,requisitos de egreso,intelectual,enfoque,Obtener TOEFL 100+ o IELTS 7+ para intercambio en 6 semanas,Registrar fecha de examen;Tomar diagnóstico gratuito;Estudiar 2 horas diarias;Practicar con simulacros semanales,6 semanas,"Se registró, avanzó con preparación y cuenta con evidencia medible de práctica o resultado.","Aplica para estudiantes que tienen trámites o requisitos críticos de avance y necesitan ordenar fechas, documentos o certificaciones.",alta,por sesión,certificacion_idioma,¿Qué requisito necesitas aclarar o mover primero? | ¿Qué fecha límite no puedes perder de vista? | ¿Qué evidencia te confirmará que ya vas encaminado/a?,Si
SEED092,requisitos de egreso,ocupacional,enfoque,Diseñar plan B y C para Semestre Tec con fechas límite,Identificar 3 alternativas viables;Documentar requisitos de cada una;Establecer timeline crítico;Validar con coordinador,4 a 6 semanas,Tiene una decisión documentada o un plan comparado con criterios claros para avanzar.,"Aplica para estudiantes que tienen trámites o requisitos críticos de avance y necesitan ordenar fechas, documentos o certificaciones.",media,por sesión,decision_semestre_tec,¿Qué requisito necesitas aclarar o mover primero? | ¿Qué fecha límite no puedes perder de vista? | ¿Qué evidencia te confirmará que ya vas encaminado/a?,Si
SEED093,requisitos de egreso,intelectual,enfoque,Obtener TOEFL 100+ o IELTS 7+ para intercambio en 6 semanas,Registrar fecha de examen;Tomar diagnóstico gratuito;Estudiar 2 horas diarias;Practicar con simulacros semanales,6 semanas,"Se registró, avanzó con preparación y cuenta con evidencia medible de práctica o resultado.","Aplica para estudiantes que tienen trámites o requisitos críticos de avance y necesitan ordenar fechas, documentos o certificaciones.",media,por sesión,certificacion_idioma,¿Qué requisito necesitas aclarar o mover primero? | ¿Qué fecha límite no puedes perder de vista? | ¿Qué evidencia te confirmará que ya vas encaminado/a?,No
SEED094,requisitos de egreso,intelectual,enfoque,Alcanzar nivel B2 en francés/alemán para intercambio europeo,Inscribirse a curso intensivo;Practicar 1 hora diaria con apps;Sesiones conversación 2x semana;Ver contenido en idioma target,4 a 6 semanas,Puede mostrar una evidencia concreta de avance y nombrar al menos una acción sostenida relacionada con la meta.,"Aplica para estudiantes que tienen trámites o requisitos críticos de avance y necesitan ordenar fechas, documentos o certificaciones.",alta,por sesión,certificacion_idioma,¿Qué requisito necesitas aclarar o mover primero? | ¿Qué fecha límite no puedes perder de vista? | ¿Qué evidencia te confirmará que ya vas encaminado/a?,Si
